step,env,leg,contact,foot_world_x,foot_slip_vx
127,0,RL,0,0.22617051005363464,-0.18453449010849
127,0,RR,0,0.11028607189655304,1.1171050071716309
128,0,FL,0,0.7389968037605286,2.431267499923706
128,0,FR,0,0.9203089475631714,0.019490718841552734
128,0,RL,0,0.22369760274887085,-0.2472907304763794
128,0,RR,0,0.12242791056632996,1.2141838073730469
129,0,FL,0,0.7698023915290833,3.0805587768554688
129,0,FR,0,0.9207139611244202,0.04050135612487793
129,0,RL,0,0.2238640934228897,0.016649067401885986
129,0,RR,0,0.1375688910484314,1.514098048210144
130,0,FL,0,0.8057298064231873,3.5927414894104004
130,0,FR,1,0.921330988407135,0.061702728271484375
130,0,RL,0,0.22429126501083374,0.042717158794403076
130,0,RR,0,0.1567222774028778,1.9153386354446411
131,0,FL,0,0.8448700904846191,3.9140284061431885
131,0,FR,1,0.9221392273902893,0.08082389831542969
131,0,RL,0,0.2247580587863922,0.04667937755584717
131,0,RR,0,0.180209219455719,2.348694324493408
132,0,FL,0,0.8818485736846924,3.697848320007324
132,0,FR,1,0.9231262803077698,0.09870529174804688
132,0,RL,0,0.22532278299331665,0.05647242069244385
132,0,RR,0,0.2081078737974167,2.789865493774414
133,0,FL,0,0.8841579556465149,0.23093819618225098
133,0,FR,1,0.9242737293243408,0.11474490165710449
133,0,RL,0,0.22600437700748444,0.06815940141677856
133,0,RR,0,0.24019494652748108,3.208707332611084
134,0,FL,0,0.885206401348114,0.10484457015991211
134,0,FR,1,0.9255861639976501,0.13124346733093262
134,0,RL,0,0.22679446637630463,0.07900893688201904
134,0,RR,0,0.2756369709968567,3.5442023277282715
135,0,FL,0,0.8863940834999084,0.11876821517944336
135,0,FR,1,0.9269386529922485,0.13524889945983887
135,0,RL,1,0.22767242789268494,0.087796151638031
135,0,RR,0,0.313029408454895,3.739243745803833
136,0,FL,1,0.8877158164978027,0.1321732997894287
136,0,FR,1,0.9251487255096436,-0.17899274826049805
136,0,RL,1,0.228594571352005,0.09221434593200684
136,0,RR,0,0.3503997325897217,3.737032413482666
137,0,FL,1,0.8891186714172363,0.14028549194335938
137,0,FR,0,0.914125919342041,-1.102280616760254
137,0,RL,1,0.2291702926158905,0.057572126388549805
137,0,RR,0,0.3864213526248932,3.6021618843078613
138,0,FL,1,0.8905634880065918,0.14448165893554688
138,0,FR,0,0.9023628830909729,-1.1763036251068115
138,0,RL,0,0.22664065659046173,-0.2529636025428772
138,0,RR,0,0.419322669506073,3.2901315689086914
139,0,FL,1,0.8919726014137268,0.14091134071350098
139,0,FR,0,0.8979795575141907,-0.43833255767822266
139,0,RL,0,0.2253705859184265,-0.12700706720352173
139,0,RR,1,0.4437357783317566,2.4413108825683594
140,0,FL,1,0.8932452201843262,0.12726187705993652
140,0,FR,0,0.9060765504837036,0.809699296951294
140,0,RL,0,0.22759197652339935,0.22213906049728394
140,0,RR,1,0.44618892669677734,0.2453148365020752
141,0,FL,1,0.8943679332733154,0.11227130889892578
141,0,FR,0,0.9267680644989014,2.0691514015197754
141,0,RL,0,0.23407301306724548,0.648103654384613
141,0,RR,1,0.4468100965023041,0.06211698055267334
142,0,FL,1,0.8957089781761169,0.13410449028015137
142,0,FR,0,0.9552639126777649,2.8495848178863525
142,0,RL,0,0.24504293501377106,1.0969922542572021
142,0,RR,1,0.44756197929382324,0.0751882791519165
143,0,FL,1,0.9032859802246094,0.7577002048492432
143,0,FR,0,0.9853919148445129,3.0128002166748047
143,0,RL,0,0.26061055064201355,1.5567615032196045
143,0,RR,1,0.44831258058547974,0.07506012916564941
144,0,FL,0,0.9245627522468567,2.1276772022247314
144,0,FR,0,1.0141658782958984,2.87739634513855
144,0,RL,0,0.2806492745876312,2.0038723945617676
144,0,RR,1,0.4470587968826294,-0.12537837028503418
145,0,FL,0,0.9494786262512207,2.4915874004364014
145,0,FR,0,1.0422827005386353,2.8116822242736816
145,0,RL,0,0.30426648259162903,2.3617208003997803
145,0,RR,1,0.44215095043182373,-0.4907846450805664
146,0,FL,0,0.9684532880783081,1.8974661827087402
146,0,FR,0,1.0713355541229248,2.905285358428955
146,0,RL,0,0.33045220375061035,2.618572235107422
146,0,RR,1,0.435712993144989,-0.6437957286834717
147,0,FL,0,0.9780974388122559,0.9644150733947754
147,0,FR,0,1.1016850471496582,3.03494930267334
147,0,RL,0,0.3578331172466278,2.738091468811035
147,0,RR,1,0.43035888671875,-0.5354106426239014
148,0,FL,0,0.9790815114974976,0.09840726852416992
148,0,FR,0,1.1322431564331055,3.0558109283447266
148,0,RL,0,0.3848918080329895,2.705869197845459
148,0,RR,1,0.4276414215564728,-0.27174651622772217
149,0,FL,0,0.9737808704376221,-0.5300641059875488
149,0,FR,0,1.1614124774932861,2.9169321060180664
149,0,RL,0,0.4103417992591858,2.544999122619629
149,0,RR,1,0.42807382345199585,0.04324018955230713
150,0,FL,0,0.9648990035057068,-0.8881866931915283
150,0,FR,0,1.1877717971801758,2.635931968688965
150,0,RL,0,0.43303772807121277,2.269592761993408
150,0,RR,1,0.4286303222179413,0.05564987659454346
151,0,FL,0,0.9548043012619019,-1.0094702243804932
151,0,FR,0,1.210698127746582,2.292633056640625
151,0,RL,0,0.4525674283504486,1.952970027923584
151,0,RR,1,0.4292125701904297,0.05822479724884033
152,0,FL,0,0.9451195597648621,-0.9684741497039795
152,0,FR,0,1.229827642440796,1.9129514694213867
152,0,RL,0,0.46897053718566895,1.6403108835220337
152,0,RR,1,0.42983341217041016,0.062084197998046875
153,0,FL,0,0.9366849064826965,-0.8434653282165527
153,0,FR,0,1.245051622390747,1.5223979949951172
153,0,RL,0,0.4820789098739624,1.3108372688293457
153,0,RR,1,0.4304955303668976,0.06621181964874268
154,0,FL,0,0.9296148419380188,-0.7070064544677734
154,0,FR,0,1.2570617198944092,1.201009750366211
154,0,RL,0,0.4911106824874878,0.9031772613525391
154,0,RR,1,0.43119579553604126,0.07002651691436768
155,0,FL,0,0.9236974120140076,-0.591742992401123
155,0,FR,0,1.2672722339630127,1.0210514068603516
155,0,RL,0,0.4949805438518524,0.3869861364364624
155,0,RR,1,0.4319271445274353,0.0731348991394043
156,0,FL,0,0.918992817401886,-0.4704594612121582
156,0,FR,0,1.2767937183380127,0.9521484375
156,0,RL,0,0.49332743883132935,-0.16531050205230713
156,0,RR,1,0.432679682970047,0.07525384426116943
157,0,FL,0,0.91571044921875,-0.32823681831359863
157,0,FR,0,1.2857297658920288,0.8936047554016113
157,0,RL,0,0.48710399866104126,-0.6223440170288086
157,0,RR,1,0.43344196677207947,0.07622838020324707
158,0,FL,0,0.9142822623252869,-0.14281868934631348
158,0,FR,0,1.2932610511779785,0.7531285285949707
158,0,RL,0,0.4777800738811493,-0.9323924779891968
158,0,RR,1,0.4341925084590912,0.07505416870117188
159,0,FL,0,0.9151633381843567,0.08810758590698242
159,0,FR,0,1.2979223728179932,0.46613216400146484
159,0,RL,1,0.4737660884857178,-0.40139853954315186
159,0,RR,1,0.4344367980957031,0.024428963661193848
160,0,FL,0,0.9197511076927185,0.45877695083618164
160,0,FR,1,1.298795461654663,0.08730888366699219
160,0,RL,1,0.4742612838745117,0.04951953887939453
160,0,RR,0,0.4358295798301697,0.13927817344665527
161,0,FL,0,0.9281845092773438,0.8433401584625244
161,0,FR,1,1.298509955406189,-0.02855062484741211
161,0,RL,1,0.47482985258102417,0.05685687065124512
161,0,RR,0,0.44268155097961426,0.685197114944458
162,0,FL,0,0.939584493637085,1.139998435974121
162,0,FR,1,1.2983330488204956,-0.017690658569335938
162,0,RL,1,0.4753649830818176,0.0535130500793457
162,0,RR,0,0.4539034068584442,1.1221855878829956
163,0,FL,0,0.9534104466438293,1.3825953006744385
163,0,FR,1,1.2982914447784424,-0.004160404205322266
163,0,RL,1,0.47585925459861755,0.049427151679992676
163,0,RR,0,0.4676382541656494,1.37348473072052
164,0,FL,0,0.9705105423927307,1.7100095748901367
164,0,FR,1,1.2984015941619873,0.011014938354492188
164,0,RL,1,0.47630321979522705,0.04439651966094971
164,0,RR,0,0.48277053236961365,1.5132278203964233
165,0,FL,0,0.9917697906494141,2.125924825668335
165,0,FR,1,1.2986705303192139,0.02689361572265625
165,0,RL,1,0.4767010509967804,0.03978312015533447
165,0,RR,0,0.4992576837539673,1.6487151384353638
166,0,FL,0,1.0178624391555786,2.609264850616455
166,0,FR,1,1.2991043329238892,0.0433802604675293
166,0,RL,1,0.4770694375038147,0.036838650703430176
166,0,RR,0,0.5177075266838074,1.8449842929840088
167,0,FL,0,1.048651933670044,3.078949451446533
167,0,FR,1,1.2997052669525146,0.06009340286254883
167,0,RL,1,0.4774302542209625,0.036081671714782715
167,0,RR,0,0.5384270548820496,2.0719528198242188
168,0,FL,0,1.083186388015747,3.4534454345703125
168,0,FR,1,1.3004679679870605,0.07627010345458984
168,0,RL,1,0.4778069257736206,0.037667155265808105
168,0,RR,0,0.5615197420120239,2.3092687129974365
169,0,FL,0,1.1199219226837158,3.673553466796875
169,0,FR,1,1.3013761043548584,0.09081363677978516
169,0,RL,1,0.4782167077064514,0.040978193283081055
169,0,RR,0,0.5872571468353271,2.5737404823303223
170,0,FL,0,1.1570820808410645,3.7160158157348633
170,0,FR,1,1.3024070262908936,0.10309219360351562
170,0,RL,1,0.47867897152900696,0.0462263822555542
170,0,RR,0,0.6161510348320007,2.8893887996673584
171,0,FL,0,1.1929771900177002,3.589510917663574
171,0,FR,1,1.303534984588623,0.11279582977294922
171,0,RL,1,0.4792022705078125,0.0523298978805542
171,0,RR,0,0.6484841108322144,3.2333076000213623
172,0,FL,0,1.2262208461761475,3.3243656158447266
172,0,FR,1,1.3047350645065308,0.12000799179077148
172,0,RL,1,0.4797852635383606,0.05829930305480957
172,0,RR,0,0.6837157011032104,3.5231590270996094
173,0,FL,0,1.2557920217514038,2.9571175575256348
173,0,FR,1,1.3059866428375244,0.12515783309936523
173,0,RL,1,0.48045170307159424,0.06664395332336426
173,0,RR,1,0.7192758321762085,3.5560131072998047
174,0,FL,0,1.2805507183074951,2.475869655609131
174,0,FR,1,1.3071985244750977,0.12118816375732422
174,0,RL,0,0.4812799096107483,0.08282065391540527
174,0,RR,1,0.7259674072265625,0.6691575050354004
175,0,FL,0,1.2995320558547974,1.8981337547302246
175,0,FR,1,1.308264136314392,0.10656118392944336
175,0,RL,0,0.4822881817817688,0.10082721710205078
175,0,RR,1,0.7270795106887817,0.11121034622192383
176,0,FL,0,1.3132460117340088,1.3713955879211426
176,0,FR,1,1.3092541694641113,0.09900331497192383
176,0,RL,1,0.4817669987678528,-0.05211830139160156
176,0,RR,1,0.7282875180244446,0.12080073356628418
177,0,FL,0,1.323214054107666,0.9968042373657227
177,0,FR,1,1.309678554534912,0.042438507080078125
177,0,RL,0,0.4773755371570587,-0.43914616107940674
177,0,RR,1,0.7295145392417908,0.12270212173461914
178,0,FL,0,1.3297048807144165,0.6490826606750488
178,0,FR,0,1.3034344911575317,-0.6244063377380371
178,0,RL,0,0.4746750593185425,-0.27004778385162354
178,0,RR,1,0.7307212948799133,0.12067556381225586
179,0,FL,0,1.3301637172698975,0.0458836555480957
179,0,FR,0,1.2966327667236328,-0.6801724433898926
179,0,RL,0,0.4784711003303528,0.3796041011810303
179,0,RR,1,0.7318859696388245,0.11646747589111328
180,0,FL,1,1.3288323879241943,-0.1331329345703125
180,0,FR,0,1.2946498394012451,-0.19829273223876953
180,0,RL,0,0.48738449811935425,0.8913397789001465
180,0,RR,1,0.7330111265182495,0.11251568794250488
181,0,FL,1,1.3292105197906494,0.03781318664550781
181,0,FR,0,1.2977631092071533,0.3113269805908203
181,0,RL,0,0.49973270297050476,1.2348204851150513
181,0,RR,1,0.7340757846832275,0.10646581649780273
182,0,FL,1,1.3295836448669434,0.03731250762939453
182,0,FR,0,1.3060970306396484,0.8333921432495117
182,0,RL,0,0.5157778263092041,1.604512333869934
182,0,RR,1,0.7350852489471436,0.10094642639160156
183,0,FL,1,1.3299925327301025,0.04088878631591797
183,0,FR,0,1.3202954530715942,1.41984224319458
183,0,RL,0,0.5358584523200989,2.0080626010894775
183,0,RR,1,0.7360261082649231,0.0940859317779541
184,0,FL,1,1.3303238153457642,0.03312826156616211
184,0,FR,0,1.3408433198928833,2.0547866821289062
184,0,RL,0,0.5596790313720703,2.3820579051971436
184,0,RR,1,0.7358559966087341,-0.017011165618896484
185,0,FL,1,1.3287160396575928,-0.16077756881713867
185,0,FR,0,1.3671237230300903,2.628040313720703
185,0,RL,0,0.5864785313606262,2.679949998855591
185,0,RR,1,0.7329957485198975,-0.286024808883667
186,0,FL,1,1.3241974115371704,-0.45186281204223633
186,0,FR,0,1.3971920013427734,3.0068278312683105
186,0,RL,0,0.6153315305709839,2.8852999210357666
186,0,RR,1,0.7291184067726135,-0.38773417472839355
187,0,FL,1,1.3196463584899902,-0.4551053047180176
187,0,FR,0,1.4284332990646362,3.1241297721862793
187,0,RL,0,0.6448677182197571,2.9536187648773193
187,0,RR,1,0.7278845310211182,-0.12338757514953613
188,0,FL,1,1.3163913488388062,-0.3255009651184082
188,0,FR,0,1.4587637186050415,3.0330419540405273
188,0,RL,0,0.6737874746322632,2.8919756412506104
188,0,RR,1,0.7284266948699951,0.05421638488769531
189,0,FL,1,1.316684365272522,0.02930164337158203
189,0,FR,0,1.4871068000793457,2.83430814743042
189,0,RL,0,0.7012529969215393,2.7465522289276123
189,0,RR,1,0.7289496660232544,0.052297115325927734
190,0,FL,1,1.3177978992462158,0.11135339736938477
190,0,FR,0,1.513432502746582,2.632570266723633
190,0,RL,0,0.7273923754692078,2.6139378547668457
190,0,RR,1,0.7294842004776001,0.05345344543457031
191,0,FL,1,1.3189631700515747,0.11652708053588867
191,0,FR,0,1.5380570888519287,2.462458610534668
191,0,RL,0,0.7528054714202881,2.5413095951080322
191,0,RR,1,0.7300575375556946,0.05733370780944824
192,0,FL,1,1.3201695680618286,0.12063980102539062
192,0,FR,0,1.5613211393356323,2.3264050483703613
192,0,RL,0,0.7778270244598389,2.502155303955078
192,0,RR,1,0.7306784987449646,0.06209611892700195
193,0,FL,1,1.3214126825332642,0.12431144714355469
193,0,FR,0,1.583467721939087,2.214658260345459
193,0,RL,0,0.8024241924285889,2.459716796875
193,0,RR,1,0.7313471436500549,0.0668644905090332
194,0,FL,1,1.3226925134658813,0.12798309326171875
194,0,FR,0,1.6045526266098022,2.108490467071533
194,0,RL,0,0.8262881636619568,2.386397123336792
194,0,RR,1,0.7320600152015686,0.07128715515136719
195,0,FL,1,1.3240091800689697,0.1316666603088379
195,0,FR,0,1.6242527961730957,1.9700169563293457
195,0,RL,0,0.8487886786460876,2.250051498413086
195,0,RR,1,0.7328106760978699,0.07506608963012695
196,0,FL,1,1.3253536224365234,0.1344442367553711
196,0,FR,0,1.6417590379714966,1.750624179840088
196,0,RL,1,0.8623255491256714,1.353687047958374
196,0,RR,1,0.7336024045944214,0.07917284965515137
197,0,FL,1,1.3266313076019287,0.12776851654052734
197,0,FR,1,1.6465160846710205,0.4757046699523926
197,0,RL,1,0.8631047606468201,0.07792115211486816
197,0,RR,1,0.7348138689994812,0.12114644050598145
198,0,FL,1,1.327532410621643,0.09011030197143555
198,0,FR,1,1.6471295356750488,0.06134510040283203
198,0,RL,1,0.8640537858009338,0.09490251541137695
198,0,RR,0,0.7439529299736023,0.9139060974121094
199,0,FL,0,1.3268636465072632,-0.06687641143798828
199,0,FR,1,1.6477482318878174,0.06186962127685547
199,0,RL,1,0.8650563359260559,0.10025501251220703
199,0,RR,0,0.7640713453292847,2.0118415355682373
200,0,FL,0,1.3283381462097168,0.14744997024536133
200,0,FR,1,1.6483807563781738,0.06325244903564453
200,0,RL,1,0.8660494685173035,0.09931325912475586
200,0,RR,0,0.7914272546768188,2.735590934753418
201,0,FL,0,1.3341816663742065,0.5843520164489746
201,0,FR,1,1.649055004119873,0.06742477416992188
201,0,RL,1,0.866987407207489,0.09379386901855469
201,0,RR,0,0.8203631639480591,2.8935909271240234
202,0,FL,0,1.3457037210464478,1.152205467224121
202,0,FR,1,1.649794340133667,0.07393360137939453
202,0,RL,1,0.8678405284881592,0.0853121280670166
202,0,RR,0,0.8475595116615295,2.719634771347046
203,0,FL,0,1.3643121719360352,1.8608450889587402
203,0,FR,1,1.650609016418457,0.0814676284790039
203,0,RL,1,0.8686075806617737,0.0767052173614502
203,0,RR,0,0.8721348643302917,2.4575352668762207
204,0,FL,0,1.3901039361953735,2.579176425933838
204,0,FR,1,1.651509165763855,0.09001493453979492
204,0,RL,1,0.8693078756332397,0.07002949714660645
204,0,RR,0,0.8946946263313293,2.2559762001037598
205,0,FL,0,1.422351598739624,3.224766254425049
205,0,FR,1,1.6524925231933594,0.09833574295043945
205,0,RL,1,0.8699662089347839,0.06583333015441895
205,0,RR,0,0.916641354560852,2.1946728229522705
206,0,FL,0,1.459574580192566,3.7222981452941895
206,0,FR,1,1.6535565853118896,0.10640621185302734
206,0,RL,1,0.8706172108650208,0.06510019302368164
206,0,RR,0,0.9392187595367432,2.2577404975891113
207,0,FL,0,1.4998706579208374,4.029607772827148
207,0,FR,1,1.6546874046325684,0.1130819320678711
207,0,RL,1,0.8712860345840454,0.06688237190246582
207,0,RR,0,0.9632106423377991,2.399188280105591
208,0,FL,0,1.5412261486053467,4.135549068450928
208,0,FR,1,1.6558458805084229,0.11584758758544922
208,0,RL,1,0.871990442276001,0.07044076919555664
208,0,RR,0,0.9891164302825928,2.59057879447937
209,0,FL,0,1.5817545652389526,4.052841663360596
209,0,FR,1,1.6566364765167236,0.07905960083007812
209,0,RL,1,0.8727457523345947,0.075531005859375
209,0,RR,0,1.0174602270126343,2.8343796730041504
210,0,FL,0,1.6198500394821167,3.8095474243164062
210,0,FR,1,1.6560081243515015,-0.0628352165222168
210,0,RL,1,0.8735671043395996,0.08213520050048828
210,0,RR,0,1.048594355583191,3.113412857055664
211,0,FL,0,1.6542506217956543,3.4400582313537598
211,0,FR,1,1.6536545753479004,-0.23535490036010742
211,0,RL,1,0.8744591474533081,0.08920431137084961
211,0,RR,0,1.0820753574371338,3.348100185394287
212,0,FL,0,1.6840780973434448,2.9827475547790527
212,0,FR,1,1.651561975479126,-0.2092599868774414
212,0,RL,1,0.875419557094574,0.09604096412658691
212,0,RR,0,1.1165117025375366,3.443634510040283
213,0,FL,0,1.7091082334518433,2.5030136108398438
213,0,FR,1,1.6502315998077393,-0.13303756713867188
213,0,RL,1,0.8764344453811646,0.10148882865905762
213,0,RR,0,1.1502352952957153,3.372359275817871
214,0,FL,0,1.7296342849731445,2.052605152130127
214,0,FR,1,1.650160312652588,-0.007128715515136719
214,0,RL,1,0.8774670362472534,0.10325908660888672
214,0,RR,0,1.18194580078125,3.171050548553467
215,0,FL,0,1.7464679479599,1.683366298675537
215,0,FR,0,1.6491121053695679,-0.10482072830200195
215,0,RL,0,0.8804721236228943,0.3005087375640869
215,0,RR,1,1.1976770162582397,1.5731215476989746
216,0,FL,0,1.758898138999939,1.2430191040039062
216,0,FR,0,1.648116946220398,-0.09951591491699219
216,0,RL,0,0.8932915329933167,1.2819409370422363
216,0,RR,1,1.1985656023025513,0.08885860443115234
217,0,FL,0,1.765852689743042,0.6954550743103027
217,0,FR,0,1.6494028568267822,0.12859106063842773
217,0,RL,0,0.909821093082428,1.6529560089111328
217,0,RR,1,1.199535608291626,0.0970005989074707
218,0,FL,0,1.766906976699829,0.10542869567871094
218,0,FR,0,1.6565728187561035,0.7169961929321289
218,0,RL,0,0.9239676594734192,1.414656639099121
218,0,RR,1,1.2005313634872437,0.09957551956176758
219,0,FL,1,1.7657393217086792,-0.11676549911499023
219,0,FR,0,1.672576665878296,1.6003847122192383
219,0,RL,0,0.9351298809051514,1.1162221431732178
219,0,RR,1,1.2015399932861328,0.10086297988891602
220,0,FL,1,1.7657654285430908,0.0026106834411621094
220,0,FR,0,1.6960910558700562,2.3514389991760254
220,0,RL,0,0.9455046653747559,1.0374784469604492
220,0,RR,1,1.202514886856079,0.0974893569946289
221,0,FL,1,1.7659392356872559,0.017380714416503906
221,0,FR,0,1.7232635021209717,2.7172446250915527
221,0,RL,0,0.958482027053833,1.2977361679077148
221,0,RR,1,1.2034434080123901,0.09285211563110352
222,0,FL,1,1.7662849426269531,0.03457069396972656
222,0,FR,0,1.751801609992981,2.8538107872009277
222,0,RL,0,0.9766665101051331,1.8184483051300049
222,0,RR,1,1.204318881034851,0.08754730224609375
223,0,FL,1,1.7668263912200928,0.054144859313964844
223,0,FR,0,1.7818560600280762,3.0054450035095215
223,0,RL,0,1.0010175704956055,2.435106039047241
223,0,RR,1,1.2051465511322021,0.08276700973510742
224,0,FL,1,1.767577886581421,0.0751495361328125
224,0,FR,0,1.813848853111267,3.199279308319092
224,0,RL,0,1.0306529998779297,2.963542938232422
224,0,RR,1,1.2059326171875,0.07860660552978516
225,0,FL,1,1.7685409784317017,0.09630918502807617
225,0,FR,0,1.8473725318908691,3.352367877960205
225,0,RL,0,1.0636383295059204,3.2985329627990723
225,0,RR,1,1.2066839933395386,0.07513761520385742
226,0,FL,1,1.769701600074768,0.11606216430664062
226,0,FR,0,1.8814337253570557,3.4061193466186523
226,0,RL,0,1.0979335308074951,3.4295201301574707
226,0,RR,1,1.2074178457260132,0.07338523864746094
227,0,FL,1,1.7710275650024414,0.13259649276733398
227,0,FR,0,1.9148197174072266,3.33859920501709
227,0,RL,0,1.1319795846939087,3.4046053886413574
227,0,RR,1,1.2081583738327026,0.07405281066894531
228,0,FL,1,1.7724850177764893,0.14574527740478516
228,0,FR,0,1.9466222524642944,3.180253505706787
228,0,RL,0,1.1648550033569336,3.2875418663024902
228,0,RR,1,1.208932876586914,0.07745027542114258
229,0,FL,1,1.7740353345870972,0.15503168106079102
229,0,FR,0,1.9764553308486938,2.9833078384399414
229,0,RL,0,1.1962594985961914,3.1404495239257812
229,0,RR,1,1.209766149520874,0.0833272933959961
230,0,FL,1,1.7756569385528564,0.16216039657592773
230,0,FR,0,2.004330635070801,2.7875304222106934
230,0,RL,0,1.2262823581695557,3.002285957336426
230,0,RR,1,1.210670828819275,0.09046792984008789
231,0,FL,1,1.777328610420227,0.16716718673706055
231,0,FR,0,2.0304362773895264,2.6105642318725586
231,0,RL,0,1.2550162076950073,2.873384952545166
231,0,RR,1,1.2116466760635376,0.09758472442626953
232,0,FL,1,1.7790378332138062,0.17092227935791016
232,0,FR,0,2.0548934936523438,2.4457216262817383
232,0,RL,0,1.2823662757873535,2.735006809234619
232,0,RR,1,1.2126861810684204,0.10395050048828125
233,0,FL,1,1.7807700634002686,0.17322301864624023
233,0,FR,0,2.0772461891174316,2.235269546508789
233,0,RL,1,1.303652286529541,2.12860107421875
233,0,RR,1,1.2137809991836548,0.1094818115234375
234,0,FL,1,1.782423734664917,0.16536712646484375
234,0,FR,1,2.093573808670044,1.6327619552612305
234,0,RL,1,1.3050354719161987,0.13831853866577148
234,0,RR,1,1.2150325775146484,0.12515783309936523
235,0,FL,1,1.7834670543670654,0.10433197021484375
235,0,FR,1,2.0952095985412598,0.16357898712158203
235,0,RL,1,1.3063374757766724,0.13020038604736328
235,0,RR,0,1.2178897857666016,0.2857208251953125
236,0,FL,0,1.7835949659347534,0.012791156768798828
236,0,FR,1,2.096085548400879,0.08759498596191406
236,0,RL,1,1.3077129125595093,0.1375436782836914
236,0,RR,0,1.2288330793380737,1.0943293571472168
237,0,FL,0,1.7862327098846436,0.26377439498901367
237,0,FR,1,2.0969433784484863,0.08578300476074219
237,0,RL,1,1.3090840578079224,0.1371145248413086
237,0,RR,0,1.2487295866012573,1.9896507263183594
238,0,FL,0,1.7934563159942627,0.7223606109619141
238,0,FR,1,2.09782338142395,0.08800029754638672
238,0,RL,1,1.3103948831558228,0.13108253479003906
238,0,RR,0,1.2734813690185547,2.4751782417297363
239,0,FL,0,1.8066550493240356,1.319873332977295
239,0,FR,1,2.098762035369873,0.09386539459228516
239,0,RL,1,1.3116025924682617,0.12077093124389648
239,0,RR,0,1.2991061210632324,2.5624752044677734
240,0,FL,0,1.8273413181304932,2.068626880645752
240,0,FR,1,2.099782705307007,0.1020669937133789
240,0,RL,1,1.3120455741882324,0.04429817199707031
240,0,RR,0,1.3235580921173096,2.445197105407715
241,0,FL,0,1.8557273149490356,2.838599681854248
241,0,FR,1,2.100888967514038,0.110626220703125
241,0,RL,1,1.3105254173278809,-0.15201568603515625
241,0,RR,0,1.3464703559875488,2.291226387023926
242,0,FL,0,1.8910348415374756,3.530752658843994
242,0,FR,1,2.1020750999450684,0.11861324310302734
242,0,RL,1,1.3085111379623413,-0.20142793655395508
242,0,RR,0,1.3687711954116821,2.23008394241333
243,0,FL,0,1.931602954864502,4.056811332702637
243,0,FR,1,2.1033284664154053,0.1253366470336914
243,0,RL,1,1.308327078819275,-0.018405914306640625
243,0,RR,0,1.3916507959365845,2.2879600524902344
244,0,FL,0,1.9753391742706299,4.373621940612793
244,0,FR,1,2.1046390533447266,0.1310586929321289
244,0,RL,1,1.3092470169067383,0.09199380874633789
244,0,RR,0,1.4159685373306274,2.431774139404297
245,0,FL,0,2.0201478004455566,4.480862617492676
245,0,FR,1,2.105991840362549,0.13527870178222656
245,0,RL,1,1.3101974725723267,0.09504556655883789
245,0,RR,0,1.4423887729644775,2.6420235633850098
246,0,FL,0,2.064080238342285,4.393243789672852
246,0,FR,1,2.107367992401123,0.13761520385742188
246,0,RL,1,1.3111889362335205,0.09914636611938477
246,0,RR,0,1.4715136289596558,2.9124855995178223
247,0,FL,0,2.105517625808716,4.143738746643066
247,0,FR,1,2.10874605178833,0.13780593872070312
247,0,RL,1,1.3122321367263794,0.10432004928588867
247,0,RR,0,1.5037702322006226,3.2256603240966797
248,0,FL,0,2.1432604789733887,3.774285316467285
248,0,FR,1,2.1101417541503906,0.1395702362060547
248,0,RL,1,1.3133288621902466,0.10967254638671875
248,0,RR,0,1.5388834476470947,3.511321544647217
249,0,FL,0,2.1765060424804688,3.324556350708008
249,0,FR,1,2.111539125442505,0.13973712921142578
249,0,RL,1,1.3144768476486206,0.11479854583740234
249,0,RR,0,1.5757851600646973,3.690171241760254
250,0,FL,0,2.2049400806427,2.8434038162231445
250,0,FR,1,2.112926721572876,0.13875961303710938
250,0,RL,1,1.315640926361084,0.11640787124633789
250,0,RR,0,1.6128395795822144,3.705441951751709
251,0,FL,0,2.229097843170166,2.415776252746582
251,0,FR,0,2.1126952171325684,-0.02315044403076172
251,0,RL,0,1.3217324018478394,0.6091475486755371
251,0,RR,0,1.648703694343567,3.586411476135254
252,0,FL,0,2.248920440673828,1.982259750366211
252,0,FR,0,2.1140947341918945,0.1399517059326172
252,0,RL,0,1.3407373428344727,1.90049409866333
252,0,RR,1,1.6681145429611206,1.941084861755371
253,0,FL,0,2.2626147270202637,1.3694286346435547
253,0,FR,0,2.1201953887939453,0.6100654602050781
253,0,RL,0,1.3698211908340454,2.9083847999572754
253,0,RR,1,1.6689608097076416,0.08462667465209961
254,0,FL,1,2.2688841819763184,0.6269454956054688
254,0,FR,0,2.132078170776367,1.1882781982421875
254,0,RL,0,1.3996796607971191,2.985846996307373
254,0,RR,1,1.6699204444885254,0.0959634780883789
255,0,FL,1,2.2689318656921387,0.00476837158203125
255,0,FR,0,2.1517632007598877,1.9685029983520508
255,0,RL,0,1.4252501726150513,2.557051181793213
255,0,RR,1,1.670918345451355,0.09979009628295898
256,0,FL,1,2.2691359519958496,0.02040863037109375
256,0,FR,0,2.1795477867126465,2.778458595275879
256,0,RL,0,1.4478000402450562,2.2549867630004883
256,0,RR,1,1.6719187498092651,0.10004043579101562
257,0,FL,1,2.2695069313049316,0.037097930908203125
257,0,FR,0,2.212935447692871,3.338766098022461
257,0,RL,0,1.4705369472503662,2.273690700531006
257,0,RR,1,1.6729094982147217,0.0990748405456543
